2716 Barton Creek Blvd,"$1,149",33
8220 Research Blvd,$800,68
3401 S Lamar Blvd Unit F,"$1,400",63
1720 Woodward St,$900,47
6212 Crow Ln,$945,37
924 E. 51st Street,"$1,195",67
4527 N Lamar Blvd,"$1,374",79
1824 S Interstate 35 # 1786,$950,52
1333 Shore District Dr,"$1,420",74
412 E William Cannon Dr,$800,71
3220 Duval Rd,$785,44
3106 Speedway,"$1,025",88
9900 McNeil Dr Apt 24228,$915,19
5453 Burnet Rd Apt 26713,"$1,181",77
311 Bowie St,"$1,849",92
Apartment Specialists,"$1,250",75
8524 Burnet Rd # 1739,$825,53
4021 Steck Ave,$825,58
5001 Convict Hill Rd Apt 1857,$899,19
1016 W Stassney Ln Apt 492,$950,64
2101 North Lamar,"$3,500",63
1720 Woodward St # 2013,"$1,200",47
4525 Guadalupe St Apt 28324,"$1,540",83
Austin Craft Realty,N/A,70
7100 Bluff Springs Rd # 1776,"$1,350",46
4605 Avenue A,"$1,075",76
2507 Burleson Rd,$860,53
7631 Highway 290 W Apt 20597,"$1,079",21
6001 Shepherd Mountain Cv # 312,"$1,010",13
2812 Rio Grande St,$850,85
1200 Treadwell Street,"$1,075",86
West 4 Points Apts,$905,27
11 East Apts,"$1,600",86
Post Barton Creek,"$1,405",20
South Lamar Residences,"$1,565",78
115 Sandra Muraida Way,"$2,115",90
4508 Bennett,"$2,895",72
Lofts At 45th,"$1,525",80
Ranch At Four Points Apts,$950,24
4 Points Vistas,"$1,004",40
Stonelake Apts,"$1,224",52
Barton Creek Townhouses,"$1,480",41
Hill Country Apts,"$1,040",12
Texan 26,$789,91
South Square Apts,"$1,362",62
Lake Mueller Apts,"$1,412",68
West 2222 Apts,"$1,159",22
Post South Lamar,"$1,380",85
Enclave at Waters Edge Apartment Homes,$852,61
Retreat at Barton Creek,"$1,003",68
Gables West Avenue,"$1,540",67
E. 2nd,"$1,795",68
Chatelaine Drive,"$1,861",43
Gables Park Tower,"$1,855",88
The Falls on Bull Creek Apartments,$873,16
Congress,"$1,415",47
AMLI 300,"$1,405",91
W 51st St,"$1,403",58
Gables Park Plaza,"$1,630",88
Post Park Mesa,"$1,345",22
AMLI 5350,"$1,205",80
AMLI Eastside,"$1,437",89
Algarita,$996,50
Greystone Flats,$999,61
AMLI Covered Bridge,"$1,115",7
Somerset Townhomes,"$1,534",61
Arabella Apartments,$899,43
Promontory Point Apartments,$899,27
US-290 & Scenic Brook Drive,"$1,070",9
Madison at Walnut Creek,$815,47
Montecito,$885,35
Collier St,"$1,995",82
N Lamar Blvd & W 5th St,"$1,750",92
Camden Stoneleigh,$939,26
Lightsey,"$1,310",83
Gables at the Terrace,"$1,061",37
S IH 35 Frontage Rd & Foremost Drive,"$1,145",27
Gables Central Park Texas,"$1,265",86
422 At The Lake,"$1,415",79
Post Barton Creek,"$1,405",20
The Broadmoor Apartments,$791,55
AMLI South Shore,"$1,250",77
AMLI Downtown,"$1,750",97
North Plaza & Park Plaza Drive,$880,51
Camden Lamar Heights,"$1,289",77
Manchaca Rd & Lightsey Road,"$1,299",62
S. Lamar & Barton Skyway,"$1,680",65
AMLI at Mueller,"$1,295",67
Mueller Flats,$807,53
Brazos St,"$1,765",99
Club at Summer Valley,$855,64
Camden Cedar Hills,"$1,009",20
Northhills Flats,$970,68
AMLI on 2ND,"$1,774",96
Agave at South Congress,"$1,140",55
Camden Huntingdon,$909,43
Gables Grandview,"$1,065",13
Shadowridge Run,$700,29
N Lamar Blvd & W 51st St,"$1,300",75
Stoneridge Road,"$2,198",32
Lantana Ridge,"$1,005",11
Millennium Rainey,"$1,770",84
7th & Navasota,"$2,391",86
Camden Gaines Ranch,"$1,039",15
Lavaca St & W 4th St,"$1,583",96
South Shore District,"$1,413",99
Meritage at Steiner Ranch,"$1,120",16
Red River St & Park Blvd,"$1,705",81
Post West Austin,"$1,235",35
Bradford Pointe Apartments,$753,53
Collier St,"$1,499",70
Ironhorse Flats,$834,38
The Towers Seabrook,$999,19
Post South Lamar,"$1,375",74
S Lamar Blvd & Toomey Road,"$1,800",75
1515 Wickersham Ln,"$1,100",55
1110 South Lamar Boulevard #105,"$1,889",85
1111 Nueces Street #B,"$1,825",85
1210 Hollow Creek Drive #3,"$1,475",30
8723 Texas 71,"$1,030",7
1234 South Lamar Boulevard #1441,"$1,935",74
3327 Harmon Avenue,"$2,020",73
3514 Southridge Drive,"$1,325",25
3815 Guadalupe St #202,"$1,075",89
RiverView Apartments,"$1,525",62
2115 Haskell Street,"$2,600",57
1619 West 14th Street,"$3,100",76
4532 Guadalupe Street,"$2,500",83
714 Turtle Creek Boulevard,$900,45
1101 S MoPac Expy,"$1,885",38
5417 North Mo-Pac Expressway,"$1,300",54
1705 Bee Cave Road #222,"$1,025",43
Highlands Hill Country,"$1,027",47
2511 Dellana Ln,"$1,973",29
3807 Run of the Oaks Street,"$1,225",38
1301 South Lamar Boulevard #305,"$1,588",83
The Violet,$855,71
7309 Colina Vista Loop #A,"$2,650",13
4200 Avenue A,"$1,150",83
2919 Manchaca Rd,"$1,250",59
1707 East 4th Street,"$2,110",88
2702 South 2nd Street #107,$855,69
1201 South Congress Avenue #3068,"$1,265",79
1200 Nash Ave,"$2,250",70
Arboretum at Stonelake,$940,56
805 West 5th Street,"$2,665",90
2207 Enfield Road,"$2,695",45
5794 Brodie Lane,"$1,000",37
1219 Lamar Square Drive,"$2,008",83
1001 East 45th Street,"$1,950",75
1305 Summer Oak Drive,"$1,050",37
Sedona Springs,$960,40
3902 Run of the Oaks Street,"$1,095",37
403 East William Cannon Drive,$950,71
2602 Broken Oak Drive,"$1,900",33
9309 Old Bee Caves Road,$900,8
5615 Avenue F,"$1,750",58
1301 Summer Oak Drive,"$1,599",47
4403 Stony Meadow Lane,"$3,100",11
1303 Saint Edwards Drive,$950,41
601 Brushy Street #403,"$2,975",92
2500 East Oltorf Street,"$1,249",47
1500 W 6th St,$995,88
1301 Crossing Pl,"$1,300",21
2430 Cromwell Cir,$909,40
6644 West William Cannon Drive,$920,11
1109 S Pleasant Valley Rd,"$1,190",32
Zilkr on the Park,"$1,654",58
494 East Stassney Lane,"$1,100",59
3923 Run of the Oaks Street,"$1,050",47
429 West Riverside Drive,"$2,350",79
8801 La Cresada Drive,"$1,703",15
2403 Homedale Circle,"$4,000",46
3806 Run of the Oaks Street,$975,32
1806 E Riverside Dr,"$1,425",80
1216 Tinnin Ford Road #284,"$1,270",72
3700 Southridge Drive,"$1,165",32
1300 Crossing Pl,"$1,370",15
2201 Willow Creek Dr,$975,58
1511 Faro Dr,$899,26
1311 Exposition Boulevard #1,"$1,325",53
1505 Southport Drive,"$1,100",28
San Marin,$796,35
3499 South Lamar Boulevard,"$1,500",63
1906 Fairlawn Ln,"$1,499",40
6294 South Congress Avenue,$980,63
5501 S. MoPac Expy,"$2,100",41
1618 S Lamar Blvd,"$1,325",82
3207 Twinberry Cove,"$1,700",55
Elevation,$845,66
1920 Shore District Dr #1232,"$1,422",77
1840 Burton Drive #157,$775,69
8403 Furness Dr #A,"$1,950",44
6504 Cannonleague Drive #B,"$1,525",60
2308 East Riverside Drive,"$1,025",75
4404 E Oltorf St,"$1,365",43
7901 Southwest Parkway #27,"$2,200",3
1901 Capital Pkwy,"$1,483",28
2215 Town Lake Cir,"$1,250",67
1801 Rio Grande Street,"$1,350",91
2432 Elmont Drive,"$1,200",63
3911 Manchaca Road #176,"$1,595",67
3100 Esperanza Crossing,"$1,625",64
7201 Ranch Road 2222,"$1,332",20
2705 Bee Caves Rd #109,"$1,285",51
4204 Manchaca Rd,"$1,279",75
8826 Travis Hills Drive,"$1,229",4
3507 South 1st Street,"$1,454",62
High Oaks Apartment Homes,$825,67
Vue,$795,54
6607 South Interstate 35 Frontage Road #928,"$1,085",65
2100 South Interstate 35 Frontage Road,"$1,185",50
8722 Texas 71,"$2,000",8
1126 Terry Drive,"$1,350",10
1212 Guadalupe Street #502,"$1,950",81
2015 E Riverside Dr,"$1,499",77
3909 Run of the Oaks Street,"$1,275",47
406 East William Cannon Drive,"$1,100",71
500 San Marcos Street #559,"$2,490",91
2785 Bee Cave Road,"$1,295",48
1101 West Mary Street,"$2,350",79
5806 Mesa Dr #1021,"$1,650",21
Mission Reilly Ridge,$823,60
500 S Lamar Blvd,"$1,533",87
2323 East Riverside Drive,"$1,025",75
5800 Brodie Lane,"$1,400",37
2015 South Interstate 35 Frontage Road #203,$849,45
11718 Domain Drive,"$1,230",70
2001 S Lamar Blvd,"$1,455",80
2517 Enfield Road #111,"$1,700",49
3001 Medical Arts Street,"$1,475",81
3508 South Lamar Boulevard #2310,"$1,284",67
1517 Summer Stone Drive,"$1,575",51
4600 Elmont Dr,"$1,340",54
1301 West Lynn Street,"$1,960",83
905 East 52nd Street,"$2,500",66
5608 Avenue F,"$1,748",57
Village Oaks,$795,73
1007 Olive St,"$1,300",87
906 South Lamar,"$1,788",86
5416 South Mopac Service Road,"$1,600",40
1304 Summer Oak Drive #3909F,"$1,225",37
1516 Tinnin Ford Road #352,"$1,847",76
1300 S Pleasant Valley Rd,$895,58
Channings Mark Apartment Homes,$780,24
1998 Mo-Pac Expy,"$2,743",41
2525 S Lakeshore Blvd #413,"$1,545",44
2612 South Lamar Boulevard #4078,"$1,340",64
2700 S Interstate 35 Frontage Rd,$875,47
1130 W 6th St,$925,88
1705 S Lakeshore Blvd #232,"$1,700",77
395 Little Texas Lane,"$1,050",53
Monterey Ranch,$920,36
The Element Austin,$744,78
7322 Cave Hollow,"$2,250",5
3913 Run of the Oaks Street,"$1,035",47
2916 S 1st St #211,$985,68
5800 South Congress Avenue #906,"$1,169",57
5424 South Mopac Service Road,"$1,250",40
3917 Run of the Oaks Street,"$1,050",47
601 West 11th Street #121,"$1,395",93
7655 Ranch Road 620,"$1,109",39
2515 San Gabriel Street,"$2,360",84
809 Winflo Drive,"$1,425",86
1501 S MoPac Expy,"$1,760",36
3005 S Lamar Blvd #3317,"$1,575",58
1602 East Riverside Drive #5-2076,"$1,571",75
2611 Barton Creek Boulevard,"$1,499",34
3816 Run of the Oaks Street,"$1,175",37
6601 Brodie Lane,"$1,050",50
The Monarch by Windsor,"$1,805",94
2614 South Lamar Boulevard,"$1,550",64
Northland Museo,$920,37
2411 South Fifth #6,"$1,025",74
2409 Enfield Road,"$3,200",47
1515 Southport Drive,$995,28
1505 Town Lake Circle #1-209,"$1,375",72
3802 Run of the Oaks Street,$899,32
2007 Mountain View Road,"$3,995",48
2504 Huntwick Dr,$849,21
2224 East Riverside Drive,"$1,250",75
117 East Oltorf Street #130,"$1,345",88
1401 Enfield Road,"$1,525",65
3800 Run of the Oaks Street,"$1,000",32
1001 South Lamar Boulevard #493,"$2,598",83
Le Montreaux A Concierge Community,$840,42
1429 Frontage Rd.,"$1,677",31
3304 South First South 1st Street,"$1,250",68
1600 Wickersham Ln,"$1,300",50
215 Barton Springs Road #891,"$2,125",77
2600 South 1st Street #131,$990,76
1707 E 6th St #1223,"$1,653",89
8608 Texas 71,"$1,172",4
Madison at the Arboretum,$904,68
320 W 2nd St #1-1906,"$2,211",96
Solaris,$670,69
Trails of Walnut Creek,$805,34
Great Hills,$845,58
1805 E Riverside Dr,"$1,380",80
900 East 11th Street #213,"$2,399",86
2408 Manor Road,"$1,200",82
8501 Dryfield Dr #210,$795,71
1414 Arena Dr,"$2,069",77
3100 Speedway,"$1,200",88
Hawthorne at the District,$847,48
3809 Run of the Oaks Street,"$1,165",32
1515 Palma Plaza,"$1,595",81
2512 Durwood St #209,$975,77
2705 Bee Cave Road #246,"$1,186",56
1601 South MoPac Expressway #1723,"$1,930",25
1911 East Riverside Drive #15-240,"$1,185",80
4807 Steiner Ranch Boulevard,"$1,540",8
1202 South Lamar Boulevard #3068,"$1,265",85
Mission Grace Woods,$780,47
1524 Southport Drive,"$1,700",41
805 Nueces Street,"$3,315",97
4700 Guadalupe Street,"$1,435",79
1512 Forest Trail #201,"$2,520",49
1920 East Riverside Drive #1318,"$1,551",77
Primrose of Shadow Creek - Active Senior Living,$821,55
2101 Burton Dr,"$1,175",56
1824 South Interstate 35 Frontage Road,"$1,050",52
2208 Del Curto Road,"$1,995",62
6929 Airport Blvd #1275,"$1,065",78
1687 Hero Way,"$1,130",17
117 San Antonio Street,"$3,480",92
1608 Toomey Road #212,"$2,703",68
76019 Rialto Boulevard,"$1,398",7
1519 Southport Drive,"$1,150",28
3737 Keats Drive #05-1,"$1,025",64
3604 Clawson Road,"$1,275",37
1315 West 6th Street #5115,"$1,598",87
700 Hearn Street,$925,72
1020 East 5th Street,"$1,018",91
1404 E Riverside Dr #C603,"$1,520",71
River Stone Ranch,$930,35
917 East 38th 1/2 Street,"$3,100",71
3810 South Lamar Boulevard,"$1,400",66
4020 Steck Avenue,$700,58
5200 North Lamar Boulevard,"$1,409",59
1201 ladybird lake #166,"$1,515",72
109 W 39th St,"$1,500",76
603 Barton Springs Rd #135,"$1,399",74
2304 Lake Austin Blvd #12103,"$2,627",73
4505 Duval Street,"$1,400",76
1901 South Lamar Boulevard #118,"$1,069",80
3058 Tamarron Boulevard,"$1,333",61
2032 East 7th Street,"$2,000",86
3601 South Congress Avenue #208,$920,60
2507 East Riverside Drive,$999,50
1303 South Lamar Boulevard #604,"$1,439",83
98 Rainey Street,"$2,640",91
11126 Alterra Parkway,"$1,700",55
1912 E 7th St #538,"$1,705",88
801 Red River Street #1206,"$1,850",89
1805 Frontier Valley Dr,$878,29
1611 W 6th Avenue #411,"$1,050",85
2705 Bee Cave Road #227,"$1,106",52
605 Davis Street #716,"$2,370",84
1300 S Congress Ave #1208,"$2,228",87
2700 South Lamar #141,$905,62
2707 South 1st Street #332,"$1,380",73
4017 Victory Drive #27,"$1,100",63
1950 S IH 35 Frontage Rd #118,"$1,100",43
510 Rio Grande St #422,"$2,160",97
1200 West 6th Street #207,$999,88
1200 Saint Edwards Drive #149,"$1,400",41
2600 Vía Fortuna #532,"$1,536",32
1608 Barton Springs Rd #212,"$2,703",81
Dobie Twenty21 Student Spaces,$735,90
4100 Victory Drive #26,"$1,025",69
600 W 51st St,"$1,000",69
3001 S 1st St #1222,"$1,180",66
2200 West North Loop Boulevard,"$1,200",80
320 W 3rd St #1109,"$1,785",97
3115 S 1st St #209,"$1,356",63
1321 West 5th Street #2127,"$1,630",83
1505 Town Creek Drive #02-208,"$1,085",76
1213 West 5th Street #303,"$1,735",86
4970 West Highway 290,"$1,257",36
2613 South Lamar Boulevard #2101,"$1,715",60
800 South 1st Street #165,"$2,329",68
1201 South Lamar Boulevard #2038,"$1,675",85
Mission James Place,$825,69
111 E Oltorf St #426,"$1,454",88
1212 S Lamar Blvd,"$1,650",85
3702 S 2nd St #107,$855,49
Juniper Springs A Concierge Community,$974,62
2323 Town Lake Cir #313,"$1,025",63
1701 East Riverside Drive #2-3000,"$1,787",78
3011 South 1st Street #806,$980,68
2801 Rio Grande St.,"$1,235",89
12005 Swearingen Drive,"$1,850",14
1503 Bridgeway Drive,"$1,740",40
2207 Wickersham Lane,"$1,060",57
2101 West Anderson Lane,$840,71
1800 East Stassney Lane,$790,55
1730 E Oltorf Street,$880,50
11411 Research Boulevard,$770,59
11215 Research Boulevard,$800,59
1824 South IH-35,$830,48
3209 South Ih - 35,$790,36
2901 Barton Skyway,"$1,040",33
Austin Luxury Realty,"$1,290",60
807 WEST LYNN ST.,"$1,300",87
Tom Harrell,"$1,150",43
Urban Squared Realty,$875,82
921 East 37th Street - Unit A,"$4,000",60
Pauly Presley,"$2,065",82
2000 CEDAR BEND DRIVE,$746,48
1117-A MARIPOSA DRIVE,"$1,500",46
U2R,"$1,750",29
Austin Luxury Realty,"$1,485",92
Austin Luxury Realty,"$2,335",99
1812 Maple Avenue - A,"$2,400",82
1105 E Riverside Dr,$850,57
1909 Prairie Knoll Ct - Unit A,"$1,645",55
206 Mockingbird Lane,"$2,150",57
741 East Oltorf Street Unit 101,"$1,095",61
The Santal,"$1,230",1
2020 S Congress Ave 1222,"$1,150",91
7917 Sales St,"$1,900",71
Austin Realty Services,"$1,295",88
Urban Squared Realty,$975,63
4303 Hank Ave,"$1,545",44
The Villages at Ben White an Active Senior Living Community,$801,6
3604-B SUMMIT BEND,"$1,995",33
2401 E. 6th St. #4066,"$1,550",88
Apartment Specialists,"$1,571",97
1601 West 29th Street,"$2,500",59
4616 Triangle Ave Apt 286,"$1,269",80
U2R,"$1,525",25
Tom Harrell,"$1,085",74
Realty Pros of Austin,$925,33
2215 Post Road #2028,"$1,595",70
3310 Larry Lane,"$2,650",69
6813 Hansa Loop,"$2,500",7
Austin Luxury Realty,"$1,612",65
7307 Oak Meadow Drive - C,"$1,295",37
Tom Harrell,"$1,795",15
2218 Mission Hill Cir - B,"$1,395",38
10700 Pointe View Drive,"$2,750",10
5401 Wolf Run,"$2,100",22
2015 BLUEBONNET LANE,$925,63
1036 E 43rd St - Unit B,"$1,025",72
Austin Realty Services,"$2,200",87
3316 Guadalupe Street #208,$825,90
300 W. 37th Street - Unit A,"$4,250",83
6808 I-35,$775,58
Austin Realty Services,"$1,200",82
Tom Harrell,$795,46
U2R,"$1,300",31
Tom Harrell,"$1,199",70
4111 Avenue A,$995,82
3414 Willowrun Dr #4,"$1,395",35
1318 Southport Dr - Unit C,"$1,050",32
Austin Luxury Realty,"$2,195",84
1705 FRONTIER VALLEY DRIVE,$708,17
Cityview at SoCo,"$1,499",77
Pauly Presley,"$1,869",78
711 W. 26th Streeet Unit 509,"$1,800",84
Austin Realty Services,"$1,700",54
615 E. WONSLEY DR.,$785,54
Austin Luxury Realty,"$1,865",82
Austin Luxury Realty,"$1,865",82
108 W 45TH ST,$900,80
Austin Realty Services,"$1,550",94
U2R,"$1,300",66
U2R,"$1,486",67
10801 Barnhill Drive,"$1,450",39
Tom Harrell,"$1,050",89
1012 Fieldwood Drive - Unit B,"$1,145",25
107 Meteor Drive #A,"$1,250",62
All City Real Estate,"$1,379",56
Austin Luxury Realty,"$1,800",95
U2R,"$1,325",34
6103 Manor Road,$850,58
1044 Camino La Costa,$850,58
Austin Luxury Realty,"$2,200",92
5320 Summer Drive,"$1,900",28
2800 Rio Grande St,$850,85
Tom Harrell,"$1,295",17
1016 CAMINO LA COSTA,$750,58
Tom Harrell,"$1,943",62
7403 JESTER BLVD,"$2,600",7
2411 Sharon Ln.,"$3,900",49
The Property Society,$775,80
Austin Luxury Realty,"$1,700",92
312 West 37th Street,"$4,400",85
1210 Barton Springs Rd,$950,85
Tom Harrell,"$1,404",59
Tom Harrell,"$1,499",40
8807 Dawnridge Circle - #103,"$1,595",50
